,Unnamed: 0,bucket heart,ring heart,lattice heart,bucket chest,ring chest,lattice chest,bucket blood,ring blood,lattice blood
0,0,0.3540379859307133,0.805559501418933,0.6958080227136413,0.8823596893521463,0.7792598753003488,0.8981369865433888,0.1564213220219258,0.6554620321675388,0.6345623296858287
1,1,0.3809601976623467,0.7773266749923653,0.4930859465260915,1.0,0.7850593699122224,0.8363657103815876,0.1534843845112596,0.6979648386333026,0.5185594400495079
2,1,0.3720313150170601,0.8217153930424772,0.5307142676309874,1.0,0.8003778926104667,0.8247995490700756,0.1400545200989595,0.7356229785146446,0.55044021155154
3,1,0.3802203307705295,0.843112981277227,0.4818815218960371,1.0,0.7820463722599398,0.7933524535582573,0.1525510359236702,0.73928597840741,0.408639438662355
4,1,0.3792578685986283,0.8166122776716244,0.6647982751703839,1.0,0.7889875119908645,0.8963373459980273,0.1511448408219206,0.7058536170853608,0.7268232849400192
5,1,0.3636365621623989,0.8167658850935909,0.4729883309508732,0.9536494999655684,0.7703625105977785,0.812473441766415,0.1551767787281215,0.7389770885101182,0.4188637251664353
6,1,0.3877351851584343,0.8155153338814347,0.7544471312542216,1.0,0.7603608159673645,0.8619791592779614,0.1523090378896869,0.713157038644608,0.763759985494895
7,1,0.378490976342361,0.8473716322573008,0.4555911694595118,1.0,0.773534662885969,0.7915193657511482,0.142521227247248,0.7186901171705667,0.3888829218693722
8,1,0.3921630003706463,0.804602722655135,0.7675631944035284,1.0,0.7692146174298906,0.8318920369812686,0.1521473798459071,0.6911480586091858,0.7506726541551646
9,1,0.3810159094373145,0.7852519470726933,0.6255912063002331,1.0,0.7797098655682257,0.8690684090441231,0.151141629583763,0.747765191826642,0.8689252946192734
10,1,0.389017553274917,0.8216929316465387,0.6759049610120279,1.0,0.8085676051616291,0.867903284060075,0.153397977429966,0.7441067330765249,0.6306392012417764
11,1,0.3736458016586031,0.8059628031606462,0.7526579220245159,1.0,0.7843917063387088,0.8470639788631741,0.1555082849938627,0.7009107054724812,0.6645867765705086
12,1,0.3803130099411175,0.797497221959581,0.6586112568888035,1.0,0.7949515316845459,0.998061611084712,0.1534783032376476,0.7211168962415029,0.8727387118423615
13,1,0.3811251948092131,0.8010229783084798,0.5970028655862426,1.0,0.7989588003669026,0.816792545015079,0.149532654413391,0.7307872078101096,0.4716901700841177
14,1,0.3859085537768545,0.7989991096984937,0.664819720437337,1.0,0.7834887545399856,0.8794769541015289,0.1490205045082892,0.6728014662261708,0.7302416600795545
15,1,0.3572339048982541,0.807405419845254,0.486784534229418,0.8551591509079279,0.7825059455186212,0.8042281396537183,0.1289621367306515,0.7288541233389574,0.4745925436942155
16,1,0.3704679969255192,0.7906389865913519,0.6133586455201783,1.0,0.8153866533189842,0.8658886330198952,0.1537898592579354,0.7349854196345186,0.6018977104563717
17,1,0.3912342344912968,0.823359274751971,0.6530437390119977,1.0,0.7878237319743351,0.8343924042904333,0.1581485675519583,0.7086654099434955,0.6058861667401506
18,1,0.3712280142066809,0.7632835233531321,0.753012213715947,0.904915206413147,0.7675842656429077,0.8797058548760217,0.1569444076438301,0.7343925287096094,0.7535660365235187
19,1,0.3726007491809433,0.805849256736101,0.5928867120481272,1.0,0.7883066855982491,0.8209375534271395,0.1548036526890613,0.695807118438106,0.6585359865185234
20,1,0.4592540086184479,0.8165759703989501,0.7299929545525388,1.0,0.7908759416715614,0.9702704695097042,0.3332981633587747,0.7649111039538731,0.8513289618572514
21,1,0.3742844111904504,1.0,0.4601349197748512,1.0,1.0,0.7863858591765451,0.154926474939391,1.0,0.3606476500305444
22,1,0.3884654570659795,0.7897602729334462,0.5546414488648186,0.9959883856694032,0.8029215749563134,0.8886930425054843,0.1661820039913779,0.7200078422272711,0.6256344720267871
23,1,0.3847219762548625,0.8034951621490124,0.6490915134846854,1.0,0.7815142851009009,0.7916256957835295,0.1544252361959311,0.6749146575033087,0.668185322934959
24,1,0.3892314210347755,0.8024142394347442,0.5593274801522896,1.0,0.7914267524913794,0.8373146496793848,0.1533882483544366,0.6829115907750485,0.3393621092512301
25,1,0.3742482958190309,0.788525717114075,0.6215979318820118,1.0,0.7674650240272722,0.8012423610742759,0.1518598853716135,0.7120526943290468,0.4884919592416478
26,1,0.3864455605109587,0.830048146043261,0.7999137464532844,1.0,0.7932653903369548,0.8810134262136853,0.1569289728480845,0.7105912919057293,0.7314345837730026
27,1,0.3548193084805192,0.8005341888891044,0.5289449363076466,0.915310157341702,0.7770544409936101,0.8180639444457242,0.1528828111820352,0.7134267487906522,0.4877260076460522
28,1,0.3781083616926702,0.8140102015376204,0.551367986546748,1.0,0.7877275875339472,0.7928009589506052,0.1527718464753582,0.7236366702917241,0.6188962229496872
