,bucket,delayline,maglattice
0,0.016812348857145134,0.0011579869663657298,0.03666302184058683
1,0.003227320714527731,0.0014863585918469758,0.002754238013785533
2,0.00650925634388741,0.003468424424627617,0.005084740488060433
3,0.0022052820280320713,0.002256847695274254,0.01010266828036778
4,0.0019019218356632196,0.00786258810976372,0.013985304542003425
5,0.003657527898734485,0.002047615119277753,0.005378448832876813
6,0.007212082939392172,0.004845563577567386,0.008704104847290816
7,0.0019211731004488114,0.0017371230193735931,0.00410800445675866
8,0.006494043339493877,0.0021945826197011537,0.01257413734242128
9,0.0035498076118033145,0.023037349525095775,0.012145188281044505
10,0.001539713287199452,0.0012860145516425622,0.03709301968584085
11,0.006686899478069288,0.0011795796767427118,0.023033797379479012
12,0.001469505549541255,0.0013232462880913896,0.030396485427370605
13,0.0012991201972089128,0.0016995372426460184,0.006210348658844601
14,0.0037521877733557897,0.002117450057660195,0.00337211280706546
15,0.004667162960525382,0.0013705285793147387,0.006988770969610436
16,0.020916183633693484,0.0024888229364092703,0.018606319440266684
17,0.011424398298582845,0.0016144266321578029,0.0263281396535794
18,0.008853556568789464,0.0013876197343672357,0.01657043360952638
19,0.0035287270020516173,0.0020509856190087795,0.014256234409845336
20,0.011793825060248939,0.002047089366388065,0.04524125474140131
21,0.013747035876325628,0.009682413421753815,0.017124871628993073
22,0.016079200410289877,0.004445874807825662,0.031368689472232245
23,0.012085598588463175,0.015072761423322353,0.01035512462396422
24,0.0034975299631107427,0.006783199436216587,0.009432751726821053
25,0.006259348026630831,0.005015717582439583,0.011369636093604365
26,0.009112778090277874,0.004333157207576542,0.004748683945339132
27,0.004835745139274951,0.0013582673787497633,0.008594446967011046
28,0.004183282150404301,0.0015505511306230762,0.017357328063166394
29,0.005204345390353194,0.0030792272753977297,0.023253182140271545
30,0.01818307666334099,0.004998655863777986,0.0067405439722244085
31,0.010556005336506977,0.0025467480286799397,0.004787367835159955
32,0.009191453958171373,0.0015385131161668856,0.007719509836160477
33,0.0020790187266480726,0.0012256067380985104,0.02527934105558409
34,0.009264546985689376,0.0023671689755906103,0.008623303202738289
35,0.0011370890144976058,0.0013421588068266088,0.012799116781523883
36,0.0028180028941366115,0.004861541967259514,0.0044629638984047355
37,0.001453214571072441,0.001312044542089066,0.0020510533974061585
38,0.00152730384363838,0.007016404760235648,0.006275103520870079
39,0.0023632976931371188,0.001677120193202582,0.0061189076740903285
40,0.003133041426588264,0.004964214866372199,0.007697539853869515
41,0.002500160886822303,0.0015181947851702123,0.06089934916109341
42,0.0012078723924110009,0.0023706652988611117,0.02091991998224096
43,0.0030628302490502382,0.002902715342838823,0.01433936392484834
44,0.0012632472207472936,0.005887674081710299,0.013989592503172353
45,0.0018651241837134183,0.0034969936447662065,0.008290455148701952
46,0.002043854454260706,0.002648856206620806,0.004576139225227844
47,0.012651981193032137,0.00369155266497206,0.009061246514676307
48,0.003144338914325447,0.0030204253149805583,0.039534691166391
49,0.002029268345683524,0.0014755974787727599,0.07603969446512521
